prefLabel,altLabels,displayName,uri,confidence
insolation,sunlight exposure,insolation (sunlight exposure),http://aims.fao.org/aos/agrovoc/c_3892,0.5
Andropogon,,Andropogon,http://aims.fao.org/aos/agrovoc/c_408,0.48
Elymus,Aneurolepidium; Elytrigia; Wild rye,"Elymus (Aneurolepidium, Elytrigia, Wild rye)",http://aims.fao.org/aos/agrovoc/c_2539,0.48
copper silicate,,copper silicate,http://aims.fao.org/aos/agrovoc/c_582b6de7,0.46
soil exposure types,,soil exposure types,http://aims.fao.org/aos/agrovoc/c_378b6841,0.45
Buchloe,,Buchloe,http://aims.fao.org/aos/agrovoc/c_24608,0.45
oxides,,oxides,http://aims.fao.org/aos/agrovoc/c_5473,0.4
fans,,fans,http://aims.fao.org/aos/agrovoc/c_a3f09a02,0.38
injectors,,injectors,http://aims.fao.org/aos/agrovoc/c_37686,0.3
heating,,heating,http://aims.fao.org/aos/agrovoc/c_3524,0.24
injection,,injection,http://aims.fao.org/aos/agrovoc/c_3871,0.2
