prefLabel,altLabels,displayName,uri,confidence
soil breaking,,soil breaking,http://aims.fao.org/aos/agrovoc/c_25707,N/A
stone clearing,,stone clearing,http://aims.fao.org/aos/agrovoc/c_25433,N/A
surface cultivation,surface tillage,surface cultivation (surface tillage),http://aims.fao.org/aos/agrovoc/c_25725,N/A
soil genesis,soil formation,soil genesis (soil formation),http://aims.fao.org/aos/agrovoc/c_7173,N/A
soil hydrology,,soil hydrology,http://aims.fao.org/aos/agrovoc/c_79e2033c,N/A
agrology,,agrology,http://aims.fao.org/aos/agrovoc/c_8688,N/A
soil morphology,,soil morphology,http://aims.fao.org/aos/agrovoc/c_15699,N/A
anthropogenic soils,manmade soils; anthropogenic soil types,"anthropogenic soils (manmade soils, anthropogenic soil types)",http://aims.fao.org/aos/agrovoc/c_486,N/A
climatic soil types,,climatic soil types,http://aims.fao.org/aos/agrovoc/c_1668,N/A
cultural soil types,,cultural soil types,http://aims.fao.org/aos/agrovoc/c_2022,N/A
ecological soil types,,ecological soil types,http://aims.fao.org/aos/agrovoc/c_2463,N/A
genetic soil types,soil units,genetic soil types (soil units),http://aims.fao.org/aos/agrovoc/c_3219,N/A
layered soils,,layered soils,http://aims.fao.org/aos/agrovoc/c_4232,N/A
lithological soil types,,lithological soil types,http://aims.fao.org/aos/agrovoc/c_4387,N/A
mineralogical soil types,,mineralogical soil types,http://aims.fao.org/aos/agrovoc/c_4855,N/A
palaeosolic soil types,paleosolic soil types,palaeosolic soil types (paleosolic soil types),http://aims.fao.org/aos/agrovoc/c_5510,N/A
physiographic soil types,,physiographic soil types,http://aims.fao.org/aos/agrovoc/c_5835,N/A
polygenetic soil types,,polygenetic soil types,http://aims.fao.org/aos/agrovoc/c_6083,N/A
stratigraphic soil types,,stratigraphic soil types,http://aims.fao.org/aos/agrovoc/c_7439,N/A
structural soil types,,structural soil types,http://aims.fao.org/aos/agrovoc/c_7466,N/A
textural soil types,,textural soil types,http://aims.fao.org/aos/agrovoc/c_7698,N/A
bone meal,,bone meal,http://aims.fao.org/aos/agrovoc/c_1000,N/A
fish manure,,fish manure,http://aims.fao.org/aos/agrovoc/c_27896,N/A
guano,,guano,http://aims.fao.org/aos/agrovoc/c_3414,N/A
sewage sludge,,sewage sludge,http://aims.fao.org/aos/agrovoc/c_7008,N/A
dissolved organic nitrogen,,dissolved organic nitrogen,http://aims.fao.org/aos/agrovoc/c_98cea8ba,N/A
dissolved organic phosphorus,,dissolved organic phosphorus,http://aims.fao.org/aos/agrovoc/c_19784f1a,N/A
particulate organic carbon,,particulate organic carbon,http://aims.fao.org/aos/agrovoc/c_dc22db2f,N/A
particulate organic nitrogen,,particulate organic nitrogen,http://aims.fao.org/aos/agrovoc/c_8e059197,N/A
particulate organic phosphorus,,particulate organic phosphorus,http://aims.fao.org/aos/agrovoc/c_95182e1d,N/A
ammonium fixation,,ammonium fixation,http://aims.fao.org/aos/agrovoc/c_32373,N/A
biological nitrogen fixation,BNF,biological nitrogen fixation (BNF),http://aims.fao.org/aos/agrovoc/c_27742,N/A
diazotrophy,,diazotrophy,http://aims.fao.org/aos/agrovoc/c_27500,N/A
mycorrhizae,,mycorrhizae,http://aims.fao.org/aos/agrovoc/c_5023,N/A
nitrification,,nitrification,http://aims.fao.org/aos/agrovoc/c_12834,N/A
nitrogen cycle,,nitrogen cycle,http://aims.fao.org/aos/agrovoc/c_27938,N/A
nitrogen fixing trees,,nitrogen fixing trees,http://aims.fao.org/aos/agrovoc/c_35228,N/A
nitrogen-fixing bacteria,Nitrifying bacteria; Diazotrophs; Diazotrophic bacteria; Root nodule bacteria,"nitrogen-fixing bacteria (Nitrifying bacteria, Diazotrophs, Diazotrophic bacteria, Root nodule bacteria)",http://aims.fao.org/aos/agrovoc/c_27939,N/A
calcrete,,calcrete,http://aims.fao.org/aos/agrovoc/c_9ce33e42,N/A
soil crusts,,soil crusts,http://aims.fao.org/aos/agrovoc/c_26766,N/A
soil maps,,soil maps,http://aims.fao.org/aos/agrovoc/c_e6171c3e,N/A
soil micromorphological features,,soil micromorphological features,http://aims.fao.org/aos/agrovoc/c_26827,N/A
hydraulic conductivity,soil hydraulic conductivity,hydraulic conductivity (soil hydraulic conductivity),http://aims.fao.org/aos/agrovoc/c_25579,N/A
soil water characteristics,,soil water characteristics,http://aims.fao.org/aos/agrovoc/c_330770,N/A
soil compaction,,soil compaction,http://aims.fao.org/aos/agrovoc/c_7163,N/A
soil dynamics,,soil dynamics,http://aims.fao.org/aos/agrovoc/c_25080,N/A
soil mechanical properties,,soil mechanical properties,http://aims.fao.org/aos/agrovoc/c_8c9575f3,N/A
rhizosphere pH,,rhizosphere pH,http://aims.fao.org/aos/agrovoc/c_36313,N/A
age of soil,soil age,age of soil (soil age),http://aims.fao.org/aos/agrovoc/c_7157,N/A
soil consistence,,soil consistence,http://aims.fao.org/aos/agrovoc/c_0640b006,N/A
soil suitability,,soil suitability,http://aims.fao.org/aos/agrovoc/c_481147ef,N/A
soil surface properties,,soil surface properties,http://aims.fao.org/aos/agrovoc/c_14702,N/A
soil trafficability,,soil trafficability,http://aims.fao.org/aos/agrovoc/c_093ee711,N/A
evapotranspiration,,evapotranspiration,http://aims.fao.org/aos/agrovoc/c_2741,N/A
soil–plant–atmosphere continuum,,soil–plant–atmosphere continuum,http://aims.fao.org/aos/agrovoc/c_aeebe08e,N/A
waterlogging,water logging; hydromorphology; hydromorphism; hydromorphy; waterlogged soils,"waterlogging (water logging, hydromorphology, hydromorphism, hydromorphy, waterlogged soils)",http://aims.fao.org/aos/agrovoc/c_8333,N/A
bound water,,bound water,http://aims.fao.org/aos/agrovoc/c_c15a59ab,N/A
soil water retention,,soil water retention,http://aims.fao.org/aos/agrovoc/c_7212,N/A
deep ploughing,,deep ploughing,http://aims.fao.org/aos/agrovoc/c_330745,N/A
tillage equipment,soil loosening equipment; soil preparation equipment,"tillage equipment (soil loosening equipment, soil preparation equipment)",http://aims.fao.org/aos/agrovoc/c_25768,N/A
conventional tillage,,conventional tillage,http://aims.fao.org/aos/agrovoc/c_34250,N/A
crop residue management,,crop residue management,http://aims.fao.org/aos/agrovoc/c_0da62559,N/A
disking,,disking,http://aims.fao.org/aos/agrovoc/c_24454,N/A
field preparation,land preparation,field preparation (land preparation),http://aims.fao.org/aos/agrovoc/c_330639,N/A
harrowing,raking,harrowing (raking),http://aims.fao.org/aos/agrovoc/c_3497,N/A
planking,,planking,http://aims.fao.org/aos/agrovoc/c_330851,N/A
ploughing,,ploughing,http://aims.fao.org/aos/agrovoc/c_6021,N/A
primary tillage,,primary tillage,http://aims.fao.org/aos/agrovoc/c_330863,N/A
salinity,,salinity,http://aims.fao.org/aos/agrovoc/c_6751,N/A
salinity management,,salinity management,http://aims.fao.org/aos/agrovoc/c_a51d4016,N/A
soil salinization,,soil salinization,http://aims.fao.org/aos/agrovoc/c_35321,N/A
sorption,,sorption,http://aims.fao.org/aos/agrovoc/c_7250,N/A
soil structural units,soil aggregates; soil microaggregates,"soil structural units (soil aggregates, soil microaggregates)",http://aims.fao.org/aos/agrovoc/c_7195,N/A
soil separates,,soil separates,http://aims.fao.org/aos/agrovoc/c_7190,N/A
field capacity,,field capacity,http://aims.fao.org/aos/agrovoc/c_32445,N/A
wilting point,,wilting point,http://aims.fao.org/aos/agrovoc/c_32626,N/A
hydraulic potential (soil),,hydraulic potential (soil),http://aims.fao.org/aos/agrovoc/c_35950,N/A
matric potential (soil),,matric potential (soil),http://aims.fao.org/aos/agrovoc/c_35951,N/A
water potential,suction pressure; plant water potential,"water potential (suction pressure, plant water potential)",http://aims.fao.org/aos/agrovoc/c_24418,N/A
infiltration rate,,infiltration rate,http://aims.fao.org/aos/agrovoc/c_818602de,N/A
organic mulches,,organic mulches,http://aims.fao.org/aos/agrovoc/c_51d7cf99,N/A
spent mushroom composts,,spent mushroom composts,http://aims.fao.org/aos/agrovoc/c_60a629e9,N/A
biofertilizers,,biofertilizers,http://aims.fao.org/aos/agrovoc/c_24975,N/A
farmyard manure,stable manure,farmyard manure (stable manure),http://aims.fao.org/aos/agrovoc/c_2810,N/A
green manures,,green manures,http://aims.fao.org/aos/agrovoc/c_3375,N/A
liquid manures,,liquid manures,http://aims.fao.org/aos/agrovoc/c_4373,N/A
peat,turf (peat),peat (turf (peat)),http://aims.fao.org/aos/agrovoc/c_5647,N/A
calcium hydroxide,,calcium hydroxide,http://aims.fao.org/aos/agrovoc/c_1200,N/A
calcium oxide,,calcium oxide,http://aims.fao.org/aos/agrovoc/c_1202,N/A
dolomitic lime (amendment),,dolomitic lime (amendment),http://aims.fao.org/aos/agrovoc/c_36452,N/A
lime (amendment),,lime (amendment),http://aims.fao.org/aos/agrovoc/c_36454,N/A
dry mulches,,dry mulches,http://aims.fao.org/aos/agrovoc/c_2399,N/A
mulching,,mulching,http://aims.fao.org/aos/agrovoc/c_4978,N/A
polyacrylamide,,polyacrylamide,http://aims.fao.org/aos/agrovoc/c_28505,N/A
dune fixation,,dune fixation,http://aims.fao.org/aos/agrovoc/c_10483,N/A
erosion control plants,soil stabilizing plants,erosion control plants (soil stabilizing plants),http://aims.fao.org/aos/agrovoc/c_2653,N/A
protective forests,protection forests; shelterwood ban forests,"protective forests (protection forests, shelterwood ban forests)",http://aims.fao.org/aos/agrovoc/c_28127,N/A
conservation agriculture,,conservation agriculture,http://aims.fao.org/aos/agrovoc/c_264f7edd,N/A
ridge tillage,ridge till,ridge tillage (ridge till),http://aims.fao.org/aos/agrovoc/c_25818,N/A
strip tillage,strip-till; strip-tillage; strip till,"strip tillage (strip-till, strip-tillage, strip till)",http://aims.fao.org/aos/agrovoc/c_1516cbf3,N/A
stubble tillage,mulch tillage; stubble-mulch tillage; stubble mulch tillage,"stubble tillage (mulch tillage, stubble-mulch tillage, stubble mulch tillage)",http://aims.fao.org/aos/agrovoc/c_b219433a,N/A
zero tillage,no tillage,zero tillage (no tillage),http://aims.fao.org/aos/agrovoc/c_8511,N/A
gully control,,gully control,http://aims.fao.org/aos/agrovoc/c_2c35fa5f,N/A
revegetation,,revegetation,http://aims.fao.org/aos/agrovoc/c_26815,N/A
riverbank protection,,riverbank protection,http://aims.fao.org/aos/agrovoc/c_37238,N/A
basic slag,,basic slag,http://aims.fao.org/aos/agrovoc/c_837,N/A
soil pollution,,soil pollution,http://aims.fao.org/aos/agrovoc/c_7183,N/A
agricultural lime,,agricultural lime,http://aims.fao.org/aos/agrovoc/c_12182,N/A
calcium carbonate,,calcium carbonate,http://aims.fao.org/aos/agrovoc/c_1197,N/A
water holding capacity,,water holding capacity,http://aims.fao.org/aos/agrovoc/c_25304,N/A
plant exudates,,plant exudates,http://aims.fao.org/aos/agrovoc/c_330819,N/A
biological activity in soil,,biological activity in soil,http://aims.fao.org/aos/agrovoc/c_9264,N/A
free-living nematodes,soil nematodes (non parasitic),free-living nematodes (soil nematodes (non parasitic)),http://aims.fao.org/aos/agrovoc/c_36731,N/A
soil fungi,,soil fungi,http://aims.fao.org/aos/agrovoc/c_33550,N/A
soil bacteria,,soil bacteria,http://aims.fao.org/aos/agrovoc/c_34c44dd1,N/A
sulphates,sulfates,sulphates (sulfates),http://aims.fao.org/aos/agrovoc/c_7510,N/A
soil parent materials,substrate (soil),soil parent materials (substrate (soil)),http://aims.fao.org/aos/agrovoc/c_7181,N/A
acid soils,,acid soils,http://aims.fao.org/aos/agrovoc/c_89,N/A
acid sulphate soils,acid sulfate soils,acid sulphate soils (acid sulfate soils),http://aims.fao.org/aos/agrovoc/c_36929,N/A
alkaline soils,,alkaline soils,http://aims.fao.org/aos/agrovoc/c_268,N/A
calcareous soils,,calcareous soils,http://aims.fao.org/aos/agrovoc/c_1194,N/A
gypsiferous soils,,gypsiferous soils,http://aims.fao.org/aos/agrovoc/c_3452,N/A
neutral soils,,neutral soils,http://aims.fao.org/aos/agrovoc/c_24138,N/A
organic soils,,organic soils,http://aims.fao.org/aos/agrovoc/c_5390,N/A
peat soils,,peat soils,http://aims.fao.org/aos/agrovoc/c_5648,N/A
saline sodic soils,saline alkali soils,saline sodic soils (saline alkali soils),http://aims.fao.org/aos/agrovoc/c_6750,N/A
saline soils,,saline soils,http://aims.fao.org/aos/agrovoc/c_6748,N/A
sodic soils,alkali soils,sodic soils (alkali soils),http://aims.fao.org/aos/agrovoc/c_7144,N/A
phosphorus,P (symbol),phosphorus (P (symbol)),http://aims.fao.org/aos/agrovoc/c_5804,N/A
phosphorus cycle,phosphate cycle,phosphorus cycle (phosphate cycle),http://aims.fao.org/aos/agrovoc/c_64a01d32,N/A
sulfur,sulphur; S (symbol),"sulfur (sulphur, S (symbol))",http://aims.fao.org/aos/agrovoc/c_7514,N/A
land degradation,,land degradation,http://aims.fao.org/aos/agrovoc/c_34823,N/A
soil cracking,,soil cracking,http://aims.fao.org/aos/agrovoc/c_32597,N/A
soil sealing,,soil sealing,http://aims.fao.org/aos/agrovoc/c_f9554e7c,N/A
water filtration (soil),water filtering (soil),water filtration (soil) (water filtering (soil)),http://aims.fao.org/aos/agrovoc/c_25b98c3e,N/A
crop residues,plant residues,crop residues (plant residues),http://aims.fao.org/aos/agrovoc/c_16118,N/A
buffer strips,protection belts,buffer strips (protection belts),http://aims.fao.org/aos/agrovoc/c_de9208ab,N/A
calcium cyanamide,,calcium cyanamide,http://aims.fao.org/aos/agrovoc/c_1198,N/A
iron oxides,,iron oxides,http://aims.fao.org/aos/agrovoc/c_2f72fa26,N/A
manganese oxides,,manganese oxides,http://aims.fao.org/aos/agrovoc/c_cb959a9e,N/A
bentonite,,bentonite,http://aims.fao.org/aos/agrovoc/c_15620,N/A
silicon cycle,,silicon cycle,http://aims.fao.org/aos/agrovoc/c_e5921356,N/A
trace elements,microelements; micronutrients,"trace elements (microelements, micronutrients)",http://aims.fao.org/aos/agrovoc/c_7834,N/A
allophane,,allophane,http://aims.fao.org/aos/agrovoc/c_15839,N/A
biotite,,biotite,http://aims.fao.org/aos/agrovoc/c_32393,N/A
clay,,clay,http://aims.fao.org/aos/agrovoc/c_15619,N/A
clay soils,argillaceous soils; heavy soils,"clay soils (argillaceous soils, heavy soils)",http://aims.fao.org/aos/agrovoc/c_1659,N/A
halloysite,,halloysite,http://aims.fao.org/aos/agrovoc/c_15838,N/A
illites,,illites,http://aims.fao.org/aos/agrovoc/c_15841,N/A
imogolite,,imogolite,http://aims.fao.org/aos/agrovoc/c_15840,N/A
kaolin,,kaolin,http://aims.fao.org/aos/agrovoc/c_76bf83ef,N/A
kaolinite,,kaolinite,http://aims.fao.org/aos/agrovoc/c_16135,N/A
montmorillonites,nordstrandite,montmorillonites (nordstrandite),http://aims.fao.org/aos/agrovoc/c_16140,N/A
nontronite,,nontronite,http://aims.fao.org/aos/agrovoc/c_55aaa84c,N/A
palygorskite,,palygorskite,http://aims.fao.org/aos/agrovoc/c_15837,N/A
saponite,,saponite,http://aims.fao.org/aos/agrovoc/c_96e7c0f8,N/A
sepiolite,meerschaum,sepiolite (meerschaum),http://aims.fao.org/aos/agrovoc/c_f92d89de,N/A
smectites,,smectites,http://aims.fao.org/aos/agrovoc/c_16666,N/A
vermiculites,,vermiculites,http://aims.fao.org/aos/agrovoc/c_8194,N/A
orthoclase,,orthoclase,http://aims.fao.org/aos/agrovoc/c_57a66c14,N/A
soil erosion models,,soil erosion models,http://aims.fao.org/aos/agrovoc/c_331058,N/A
overgrazing,,overgrazing,http://aims.fao.org/aos/agrovoc/c_24945,N/A
frost heave,frost heaving,frost heave (frost heaving),http://aims.fao.org/aos/agrovoc/c_8cbca199,N/A
landslides,landslips; rock slides,"landslides (landslips, rock slides)",http://aims.fao.org/aos/agrovoc/c_4187,N/A
mass movement,,mass movement,http://aims.fao.org/aos/agrovoc/c_46829edb,N/A
mud flows,mudflows,mud flows (mudflows),http://aims.fao.org/aos/agrovoc/c_f3c459ea,N/A
pedoturbation,,pedoturbation,http://aims.fao.org/aos/agrovoc/c_c182b38d,N/A
slipping of soil,,slipping of soil,http://aims.fao.org/aos/agrovoc/c_14336,N/A
solifluction,,solifluction,http://aims.fao.org/aos/agrovoc/c_14420,N/A
gully erosion,,gully erosion,http://aims.fao.org/aos/agrovoc/c_25010,N/A
interrill erosion,,interrill erosion,http://aims.fao.org/aos/agrovoc/c_dc754417,N/A
rill erosion,,rill erosion,http://aims.fao.org/aos/agrovoc/c_27001,N/A
sheet erosion,,sheet erosion,http://aims.fao.org/aos/agrovoc/c_548566f4,N/A
splash erosion,,splash erosion,http://aims.fao.org/aos/agrovoc/c_95539e7b,N/A
stream erosion,,stream erosion,http://aims.fao.org/aos/agrovoc/c_1d93d7d6,N/A
plagioclase,,plagioclase,http://aims.fao.org/aos/agrovoc/c_d7aa3f78,N/A
metamorphic rocks,,metamorphic rocks,http://aims.fao.org/aos/agrovoc/c_7fc624ae,N/A
land rehabilitation,soil rehabilitation,land rehabilitation (soil rehabilitation),http://aims.fao.org/aos/agrovoc/c_33534,N/A
reclaimed soils,,reclaimed soils,http://aims.fao.org/aos/agrovoc/c_6473,N/A
soil reclamation plants,,soil reclamation plants,http://aims.fao.org/aos/agrovoc/c_7185,N/A
soil resources,,soil resources,http://aims.fao.org/aos/agrovoc/c_7187,N/A
soil fumigation,,soil fumigation,http://aims.fao.org/aos/agrovoc/c_34236,N/A
soil-borne organisms,,soil-borne organisms,http://aims.fao.org/aos/agrovoc/c_24902,N/A
soil injectors,,soil injectors,http://aims.fao.org/aos/agrovoc/c_26094,N/A
boulder clay soils,,boulder clay soils,http://aims.fao.org/aos/agrovoc/c_1036,N/A
chalk soils,,chalk soils,http://aims.fao.org/aos/agrovoc/c_1493,N/A
diorite soils,,diorite soils,http://aims.fao.org/aos/agrovoc/c_2286,N/A
glacial till soils,,glacial till soils,http://aims.fao.org/aos/agrovoc/c_3269,N/A
granite soils,,granite soils,http://aims.fao.org/aos/agrovoc/c_3356,N/A
greywacke soils,,greywacke soils,http://aims.fao.org/aos/agrovoc/c_3385,N/A
igneous rock soils,,igneous rock soils,http://aims.fao.org/aos/agrovoc/c_3792,N/A
loess soils,,loess soils,http://aims.fao.org/aos/agrovoc/c_4418,N/A
sandy soils,light soils,sandy soils (light soils),http://aims.fao.org/aos/agrovoc/c_6781,N/A
schist soils,,schist soils,http://aims.fao.org/aos/agrovoc/c_6845,N/A
shale soils,,shale soils,http://aims.fao.org/aos/agrovoc/c_7021,N/A
volcanic soils,pumice soils; volcanic ash soils,"volcanic soils (pumice soils, volcanic ash soils)",http://aims.fao.org/aos/agrovoc/c_8287,N/A
calamine soils,,calamine soils,http://aims.fao.org/aos/agrovoc/c_1189,N/A
illitic soils,,illitic soils,http://aims.fao.org/aos/agrovoc/c_3797,N/A
montmorillonitic soils,,montmorillonitic soils,http://aims.fao.org/aos/agrovoc/c_4926,N/A
buried soils,,buried soils,http://aims.fao.org/aos/agrovoc/c_1154,N/A
palaeosols,,palaeosols,http://aims.fao.org/aos/agrovoc/c_5511,N/A
bottomland soils,,bottomland soils,http://aims.fao.org/aos/agrovoc/c_1033,N/A
coastal soils,,coastal soils,http://aims.fao.org/aos/agrovoc/c_1699,N/A
delta soils,,delta soils,http://aims.fao.org/aos/agrovoc/c_2169,N/A
drumlin soils,,drumlin soils,http://aims.fao.org/aos/agrovoc/c_2396,N/A
dune soils,,dune soils,http://aims.fao.org/aos/agrovoc/c_2409,N/A
fenland soils,,fenland soils,http://aims.fao.org/aos/agrovoc/c_2854,N/A
hill soils,,hill soils,http://aims.fao.org/aos/agrovoc/c_3615,N/A
karst soils,,karst soils,http://aims.fao.org/aos/agrovoc/c_34036,N/A
moraine soils,,moraine soils,http://aims.fao.org/aos/agrovoc/c_4933,N/A
mountain soils,,mountain soils,http://aims.fao.org/aos/agrovoc/c_4959,N/A
river terrace soils,,river terrace soils,http://aims.fao.org/aos/agrovoc/c_6616,N/A
upland soils,,upland soils,http://aims.fao.org/aos/agrovoc/c_8077,N/A
claypan soils,,claypan soils,http://aims.fao.org/aos/agrovoc/c_1660,N/A
horticultural soils,,horticultural soils,http://aims.fao.org/aos/agrovoc/c_3670,N/A
irrigated soils,,irrigated soils,http://aims.fao.org/aos/agrovoc/c_3953,N/A
meadow soils,,meadow soils,http://aims.fao.org/aos/agrovoc/c_16569,N/A
orchard soils,,orchard soils,http://aims.fao.org/aos/agrovoc/c_5378,N/A
bog soils,,bog soils,http://aims.fao.org/aos/agrovoc/c_986,N/A
grassland soils,pasture soils,grassland soils (pasture soils),http://aims.fao.org/aos/agrovoc/c_3365,N/A
heathland soils,,heathland soils,http://aims.fao.org/aos/agrovoc/c_3523,N/A
marshland soils,,marshland soils,http://aims.fao.org/aos/agrovoc/c_4632,N/A
prairie soils,,prairie soils,http://aims.fao.org/aos/agrovoc/c_37707,N/A
rangeland soils,,rangeland soils,http://aims.fao.org/aos/agrovoc/c_6447,N/A
scrubland soils,,scrubland soils,http://aims.fao.org/aos/agrovoc/c_6886,N/A
swamp soils,,swamp soils,http://aims.fao.org/aos/agrovoc/c_7543,N/A
virgin soils,,virgin soils,http://aims.fao.org/aos/agrovoc/c_35348,N/A
wetland soils,,wetland soils,http://aims.fao.org/aos/agrovoc/c_8370,N/A
World Reference Base soil types,World Reference Base for Soil Resources groups; WRB soil types,"World Reference Base soil types (World Reference Base for Soil Resources groups, WRB soil types)",http://aims.fao.org/aos/agrovoc/c_89f35c33,N/A
aridisols,,aridisols,http://aims.fao.org/aos/agrovoc/c_490e91f0,N/A
entisols,,entisols,http://aims.fao.org/aos/agrovoc/c_b10d627e,N/A
gelisols,,gelisols,http://aims.fao.org/aos/agrovoc/c_44ac37ac,N/A
greyzems,,greyzems,http://aims.fao.org/aos/agrovoc/c_3386,N/A
hydromorphic soils,,hydromorphic soils,http://aims.fao.org/aos/agrovoc/c_25315,N/A
inceptisols,,inceptisols,http://aims.fao.org/aos/agrovoc/c_90831e99,N/A
lithosols,,lithosols,http://aims.fao.org/aos/agrovoc/c_4389,N/A
mollisols,,mollisols,http://aims.fao.org/aos/agrovoc/c_ca2631da,N/A
podzoluvisols,,podzoluvisols,http://aims.fao.org/aos/agrovoc/c_6045,N/A
rankers,,rankers,http://aims.fao.org/aos/agrovoc/c_6450,N/A
rendzinas,,rendzinas,http://aims.fao.org/aos/agrovoc/c_6501,N/A
xerosols,,xerosols,http://aims.fao.org/aos/agrovoc/c_8463,N/A
yermosols,,yermosols,http://aims.fao.org/aos/agrovoc/c_8484,N/A
alluvial soils,,alluvial soils,http://aims.fao.org/aos/agrovoc/c_296,N/A
basaltic soils,,basaltic soils,http://aims.fao.org/aos/agrovoc/c_832,N/A
seed beds,seedbeds,seed beds (seedbeds),http://aims.fao.org/aos/agrovoc/c_6942,N/A
soil anthropogenic changes,soil anthropogenic measures,soil anthropogenic changes (soil anthropogenic measures),http://aims.fao.org/aos/agrovoc/c_8b0b0337,N/A
soil sequences,,soil sequences,http://aims.fao.org/aos/agrovoc/c_7191,N/A
Anthrosols,,Anthrosols,http://aims.fao.org/aos/agrovoc/c_4515b13e,N/A
agricultural soils,,agricultural soils,http://aims.fao.org/aos/agrovoc/c_33934,N/A
colluvium,,colluvium,http://aims.fao.org/aos/agrovoc/c_ce89717c,N/A
eroded soils,,eroded soils,http://aims.fao.org/aos/agrovoc/c_2650,N/A
paddy soils,rice soils,paddy soils (rice soils),http://aims.fao.org/aos/agrovoc/c_5498,N/A
polder soils,,polder soils,http://aims.fao.org/aos/agrovoc/c_6059,N/A
polluted soils,contaminated soils,polluted soils (contaminated soils),http://aims.fao.org/aos/agrovoc/c_34324,N/A
roadside soils,,roadside soils,http://aims.fao.org/aos/agrovoc/c_6622,N/A
arid soils,,arid soils,http://aims.fao.org/aos/agrovoc/c_612,N/A
desert soils,,desert soils,http://aims.fao.org/aos/agrovoc/c_2203,N/A
frigid soils,arctic soils,frigid soils (arctic soils),http://aims.fao.org/aos/agrovoc/c_3108,N/A
semi-arid soils,semiarid soils,semi-arid soils (semiarid soils),http://aims.fao.org/aos/agrovoc/c_14192,N/A
soil zonation,soil zonality; soil zones,"soil zonation (soil zonality, soil zones)",http://aims.fao.org/aos/agrovoc/c_7213,N/A
subtropical soils,,subtropical soils,http://aims.fao.org/aos/agrovoc/c_14657,N/A
tropical soils,,tropical soils,http://aims.fao.org/aos/agrovoc/c_7978,N/A
xeric soils,mediterranean soils,xeric soils (mediterranean soils),http://aims.fao.org/aos/agrovoc/c_8462,N/A
arable soils,cultivable soil,arable soils (cultivable soil),http://aims.fao.org/aos/agrovoc/c_568,N/A
greenhouse soils,,greenhouse soils,http://aims.fao.org/aos/agrovoc/c_3378,N/A
dispersive soils,,dispersive soils,http://aims.fao.org/aos/agrovoc/c_2334,N/A
loam soils,,loam soils,http://aims.fao.org/aos/agrovoc/c_4408,N/A
silty soils,,silty soils,http://aims.fao.org/aos/agrovoc/c_7066,N/A
stony soils,,stony soils,http://aims.fao.org/aos/agrovoc/c_7425,N/A
biosolids,,biosolids,http://aims.fao.org/aos/agrovoc/c_06b4fb93,N/A
total nitrogen,TN,total nitrogen (TN),http://aims.fao.org/aos/agrovoc/c_bdc779f4,N/A
organic nitrogen,,organic nitrogen,http://aims.fao.org/aos/agrovoc/c_13c21a25,N/A
organic phosphorus,,organic phosphorus,http://aims.fao.org/aos/agrovoc/c_4911ce06,N/A
Acaulospora,,Acaulospora,http://aims.fao.org/aos/agrovoc/c_31769,N/A
Cenococcum,,Cenococcum,http://aims.fao.org/aos/agrovoc/c_31548,N/A
Ectomycorrhizae,,Ectomycorrhizae,http://aims.fao.org/aos/agrovoc/c_35482,N/A
Endomycorrhizae,,Endomycorrhizae,http://aims.fao.org/aos/agrovoc/c_16543,N/A
Tuber (Tuberaceae),Tuber (truffles); truffles; Tuber,"Tuber (Tuberaceae) (Tuber (truffles), truffles, Tuber)",http://aims.fao.org/aos/agrovoc/c_7995,N/A
mycorrhizal infection,,mycorrhizal infection,http://aims.fao.org/aos/agrovoc/c_36163,N/A
saprophytism,,saprophytism,http://aims.fao.org/aos/agrovoc/c_6798,N/A
ammonia,ammonium hydroxide,ammonia (ammonium hydroxide),http://aims.fao.org/aos/agrovoc/c_349,N/A
nitrification inhibitors,,nitrification inhibitors,http://aims.fao.org/aos/agrovoc/c_5189,N/A
nitrites,,nitrites,http://aims.fao.org/aos/agrovoc/c_5190,N/A
main field preparation,,main field preparation,http://aims.fao.org/aos/agrovoc/c_330643,N/A
nursery bed preparation,,nursery bed preparation,http://aims.fao.org/aos/agrovoc/c_330842,N/A
ploughing depth,tillage depth,ploughing depth (tillage depth),http://aims.fao.org/aos/agrovoc/c_d349db98,N/A
biosaline agriculture,,biosaline agriculture,http://aims.fao.org/aos/agrovoc/c_6b250bf9,N/A
adsorption,,adsorption,http://aims.fao.org/aos/agrovoc/c_137,N/A
desorption,,desorption,http://aims.fao.org/aos/agrovoc/c_15963,N/A
hydrosorption,,hydrosorption,http://aims.fao.org/aos/agrovoc/c_28407,N/A
ion exchange,ionic balance,ion exchange (ionic balance),http://aims.fao.org/aos/agrovoc/c_3933,N/A
soil clods,,soil clods,http://aims.fao.org/aos/agrovoc/c_34900,N/A
coarse sand,,coarse sand,http://aims.fao.org/aos/agrovoc/c_c03927e1,N/A
coarse silt,,coarse silt,http://aims.fao.org/aos/agrovoc/c_c1b90f01,N/A
fine sand,,fine sand,http://aims.fao.org/aos/agrovoc/c_a91f25d6,N/A
fine silt,,fine silt,http://aims.fao.org/aos/agrovoc/c_0f15e6e6,N/A
medium sand,,medium sand,http://aims.fao.org/aos/agrovoc/c_7b64842d,N/A
medium silt,,medium silt,http://aims.fao.org/aos/agrovoc/c_090f427c,N/A
sand,,sand,http://aims.fao.org/aos/agrovoc/c_6779,N/A
silt,,silt,http://aims.fao.org/aos/agrovoc/c_331558,N/A
