identifier,label,uri,class
https://soilwise-he.github.io/soil-health#Lead,lead,http://aims.fao.org/aos/agrovoc/c_4235,
https://soilwise-he.github.io/soil-health#OrganicSolids,organic solids,,
https://soilwise-he.github.io/soil-health#BuildingConstruction,building construction,http://aims.fao.org/aos/agrovoc/c_1140,
https://soilwise-he.github.io/soil-health#SubsoilDeformation,subsoil deformation,,
https://soilwise-he.github.io/soil-health#CropGrowth,crop growth,http://opendata.inrae.fr/thesaurusINRAE/c_7715,
https://soilwise-he.github.io/soil-health#OrganicMaterial,organic material,,
https://soilwise-he.github.io/soil-health#Protists,protists,http://aims.fao.org/aos/agrovoc/c_330951,
https://soilwise-he.github.io/soil-health#AnalyticalMethodologies,analytical methodologies,,
https://soilwise-he.github.io/soil-health#Human,human,,
https://soilwise-he.github.io/soil-health#SulphuricAcid,sulphuric acid,http://www.eionet.europa.eu/gemet/concept/8203,
https://soilwise-he.github.io/soil-health#EnvironmentalPollution,environmental pollution,http://www.eionet.europa.eu/gemet/concept/2895,
https://soilwise-he.github.io/soil-health#SoilEcosystem,soil ecosystem,http://opendata.inrae.fr/thesaurusINRAE/c_5835,
https://soilwise-he.github.io/soil-health#Agriculture,agriculture,http://aims.fao.org/aos/agrovoc/c_203,
https://soilwise-he.github.io/soil-health#Nematodes,nematodes,http://aims.fao.org/aos/agrovoc/c_47faeccc,
https://soilwise-he.github.io/soil-health#AgriculturalPolicies,agricultural policies,http://aims.fao.org/aos/agrovoc/c_201,
https://soilwise-he.github.io/soil-health#PopulationDensity,population density,http://aims.fao.org/aos/agrovoc/c_6112,
https://soilwise-he.github.io/soil-health#NDissolution,N dissolution,,
https://soilwise-he.github.io/soil-health#PrecompressionStress,precompression stress,,
https://soilwise-he.github.io/soil-health#AnimalProducts,animal products,http://aims.fao.org/aos/agrovoc/c_438,
https://soilwise-he.github.io/soil-health#SoilMoistureDeficit,soil moisture deficit,http://aims.fao.org/aos/agrovoc/c_25307,
https://soilwise-he.github.io/soil-health#ProductionIncrease,production increase,http://aims.fao.org/aos/agrovoc/c_29978,
https://soilwise-he.github.io/soil-health#EcosystemHealth,ecosystem health,http://aims.fao.org/aos/agrovoc/c_457ca5ae,
https://soilwise-he.github.io/soil-health#SoilDepth,soil depth,http://aims.fao.org/aos/agrovoc/c_0c184d6f,
https://soilwise-he.github.io/soil-health#FieldScale,field scale,http://opendata.inrae.fr/thesaurusINRAE/c_3027,
https://soilwise-he.github.io/soil-health#OrganicMatterAccumulation,organic matter accumulation,,
https://soilwise-he.github.io/soil-health#PhysicochemicalProcesses,physico-chemical processes,,
https://soilwise-he.github.io/soil-health#Herbicides,herbicides,http://aims.fao.org/aos/agrovoc/c_3566,
https://soilwise-he.github.io/soil-health#RootingDepth,rooting depth,,
https://soilwise-he.github.io/soil-health#Settlements,settlements,,
https://soilwise-he.github.io/soil-health#CropProductivity,crop productivity,,
https://soilwise-he.github.io/soil-health#NitrateNitrogenLeaching,nitrate nitrogen leaching,,
https://soilwise-he.github.io/soil-health#Topsoil,topsoil,http://aims.fao.org/aos/agrovoc/c_7812,
https://soilwise-he.github.io/soil-health#Sodium,sodium,http://aims.fao.org/aos/agrovoc/c_7145,
https://soilwise-he.github.io/soil-health#Chromium,chromium,http://aims.fao.org/aos/agrovoc/c_1595,
https://soilwise-he.github.io/soil-health#SoilMicrobialBiomassCarbon,soil microbial biomass carbon,,
https://soilwise-he.github.io/soil-health#Herbivores,herbivores,http://aims.fao.org/aos/agrovoc/c_3567,
https://soilwise-he.github.io/soil-health#BaseSaturation,base saturation,http://aims.fao.org/aos/agrovoc/c_dbde833c,
https://soilwise-he.github.io/soil-health#DrinkingWater,drinking water,http://aims.fao.org/aos/agrovoc/c_10463,
https://soilwise-he.github.io/soil-health#Cambisols,Cambisols,http://aims.fao.org/aos/agrovoc/c_1224,
https://soilwise-he.github.io/soil-health#TransferModels,transfer models,,
https://soilwise-he.github.io/soil-health#FungalMycelia,fungal mycelia,,
https://soilwise-he.github.io/soil-health#EcosystemRestoration,ecosystem restoration,http://aims.fao.org/aos/agrovoc/c_e2952bea,
https://soilwise-he.github.io/soil-health#SoilCarbonPools,soil carbon pools,,
https://soilwise-he.github.io/soil-health#DNAExtraction,DNA extraction,http://aims.fao.org/aos/agrovoc/c_ae6e60d6,
https://soilwise-he.github.io/soil-health#PlantCover,plant cover,http://aims.fao.org/aos/agrovoc/c_25409,
https://soilwise-he.github.io/soil-health#Character,character,,
https://soilwise-he.github.io/soil-health#Atmosphere,atmosphere,http://aims.fao.org/aos/agrovoc/c_8994,
https://soilwise-he.github.io/soil-health#PConcentration,P concentration,,
https://soilwise-he.github.io/soil-health#Machines,machines,,
https://soilwise-he.github.io/soil-health#ReactiveIons,reactive ions,,
https://soilwise-he.github.io/soil-health#ClimaticChanges,climatic changes,,
https://soilwise-he.github.io/soil-health#TrophicGroups,trophic groups,http://aims.fao.org/aos/agrovoc/c_7969,
https://soilwise-he.github.io/soil-health#Antimicrobials,antimicrobials,http://aims.fao.org/aos/agrovoc/c_509,
https://soilwise-he.github.io/soil-health#Mobility,mobility,,
https://soilwise-he.github.io/soil-health#Mesofauna,mesofauna,http://opendata.inrae.fr/thesaurusINRAE/c_25426,
https://soilwise-he.github.io/soil-health#SlopingLand,sloping land,http://aims.fao.org/aos/agrovoc/c_7109,
https://soilwise-he.github.io/soil-health#SoilTexture,soil texture,http://aims.fao.org/aos/agrovoc/c_7199,
https://soilwise-he.github.io/soil-health#CSequestration,C sequestration,,
https://soilwise-he.github.io/soil-health#Floods,floods,,
https://soilwise-he.github.io/soil-health#Distribution,distribution,http://opendata.inrae.fr/thesaurusINRAE/c_15554,
https://soilwise-he.github.io/soil-health#Cemeteries,cemeteries,,
https://soilwise-he.github.io/soil-health#SoilAcidity,soil acidity,http://opendata.inrae.fr/thesaurusINRAE/c_ee37c05c,
https://soilwise-he.github.io/soil-health#ArableSoils,arable soils,http://aims.fao.org/aos/agrovoc/c_568,
https://soilwise-he.github.io/soil-health#PlantsRooting,plants rooting,,
https://soilwise-he.github.io/soil-health#MediterraneanClimate,Mediterranean climate,http://aims.fao.org/aos/agrovoc/c_4697,
https://soilwise-he.github.io/soil-health#Pressures,pressures,,
https://soilwise-he.github.io/soil-health#SoilSolution,soil solution,http://aims.fao.org/aos/agrovoc/c_7192,
https://soilwise-he.github.io/soil-health#SoilFauna,soil fauna,http://aims.fao.org/aos/agrovoc/c_7169,
https://soilwise-he.github.io/soil-health#Harbours,harbours,http://aims.fao.org/aos/agrovoc/c_3492,
https://soilwise-he.github.io/soil-health#Energy,energy,http://aims.fao.org/aos/agrovoc/c_2565,
https://soilwise-he.github.io/soil-health#ForestStands,forest stands,http://aims.fao.org/aos/agrovoc/c_28080,
https://soilwise-he.github.io/soil-health#AgriculturalIntensification,agricultural intensification,http://opendata.inrae.fr/thesaurusINRAE/c_2747,
https://soilwise-he.github.io/soil-health#Fungi,fungi,http://aims.fao.org/aos/agrovoc/c_3145,
https://soilwise-he.github.io/soil-health#Fertiliser,fertiliser,http://opendata.inrae.fr/thesaurusINRAE/c_4063,
https://soilwise-he.github.io/soil-health#LowConcentrations,low concentrations,,
https://soilwise-he.github.io/soil-health#CropYieldLosses,crop yield losses,,
https://soilwise-he.github.io/soil-health#Macrofauna,macrofauna,http://opendata.inrae.fr/thesaurusINRAE/c_24230,
https://soilwise-he.github.io/soil-health#PotassiumCations,potassium cations,,
https://soilwise-he.github.io/soil-health#Mines,mines,,
https://soilwise-he.github.io/soil-health#EcologicalIndicators,ecological indicators,http://aims.fao.org/aos/agrovoc/c_24186,
